X,Y,OBJECTID,FACILITY_INTERNAL_ID,FACILITY_NAME,ADDRESS,ADDRESS_2,CITY,STATE,ZIP,ZIP_4,LAT,LON,STATE_FIPS,COUNTY,COUNTY_FIPS,TYPE_DESC,SUB_TYPE_DESC,TYPE_CODE,FACILITY_TYPE_CODE,WI_LICENSE_NUM,ASPEN_FACILITY_ID,MEDICARE_ID
-88.546787,42.683227,113,924,HOLTON MANOR,645 N Church St,,Elkhorn,WI,53121,2204,42.683227,-88.546787,55,Walworth,55127,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2665,4240,525541
-89.167538,44.822017,114,926,HOMME HOME FOR THE AGING,604 S Webb St,,Wittenberg,WI,54499,9040,44.822017,-89.167538,55,Shawano,55115,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,306,4290,525527
-88.437331,43.588834,115,927,HOPE HEALTH AND REHAB,438 Ashford Ave,PO Box 280,Lomira,WI,53048,280,43.588834,-88.437331,55,Dodge,55027,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3222,4300,525642
-87.845975,42.548371,116,928,CROSSROADS CARE CENTER OF KENOSHA,8633 32nd Ave,,Kenosha,WI,53142,5187,42.548371,-87.845975,55,Kenosha,55059,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2793,4310,525282
-89.726858,43.016529,117,929,INGLESIDE MANOR,407 N 8th St,,Mount Horeb,WI,53572,1872,43.016529,-89.726858,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2287,4510,525331
-89.128751,44.506739,118,930,"IOLA LIVING ASSISTANCE, INC",185 Chet Krause Dr,PO Box 237,Iola,WI,54945,237,44.506739,-89.128751,55,Waupaca,55135,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1199,4520,525487
-87.89489,43.04824,119,931,JEWISH HOME AND CARE CENTER,1414 N Prospect Ave,,Milwaukee,WI,53202,3018,43.04824,-87.89489,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2159,5670,525172
-88.943523,43.98016,120,932,JULIETTE MANOR,482 Oak St,,Berlin,WI,54923,1204,43.98016,-88.943523,55,Green Lake,55047,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1102,1530,525286
-87.829847,42.580228,121,935,KENOSHA ESTATES REHAB AND CARE CENTER,1703 60th St,,Kenosha,WI,53140,3986,42.580228,-87.829847,55,Kenosha,55059,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3085,8110,525125
-87.517616,44.450302,122,936,ATRIUM POST ACUTE CARE OF KEWAUNEE,1308 Lincoln St,,Kewaunee,WI,54216,1606,44.450302,-87.517616,55,Kewaunee,55061,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3198,4820,525357
-92.601989,44.863287,123,938,KINNIC HEALTH AND REHAB,1663 E Division St,,River Falls,WI,54022,1571,44.863287,-92.601989,55,Saint Croix,55109,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3095,7580,525513
-88.415363,42.791048,124,939,EAST TROY MANOR,3271 North St,,East Troy,WI,53120,1147,42.791048,-88.415363,55,Walworth,55127,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2548,3880,525561
-91.658302,45.313992,125,940,ATRIUM POST ACUTE CARE OF CHETEK,725 Knapp St,,Chetek,WI,54728,9106,45.313992,-91.658302,55,Barron,55005,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1038,4830,525672
-91.086865,45.473821,126,943,LADYSMITH NURSING HOME,1001 E 11th St N,,Ladysmith,WI,54848,1455,45.473821,-91.086865,55,Rusk,55107,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3062,5010,525592
-90.109838,42.681605,127,944,LAFAYETTE MANOR,719 E Catherine St # 167,,Darlington,WI,53530,1330,42.681605,-90.109838,55,Lafayette,55065,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2448,5020,525362
-88.493095,42.662685,128,945,LAKELAND HEALTH CARE CTR,1922 County Road Nn,,Elkhorn,WI,53121,4454,42.662685,-88.493095,55,Walworth,55127,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2416,5080,525625
-91.357169,44.948998,129,946,WISSOTA HEALTH AND REGIONAL VENT CENTER,2815 County Highway I,,Chippewa Falls,WI,54729,2656,44.948998,-91.357169,55,Chippewa,55017,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3168,2140,525379
-91.069616,43.901057,130,947,LAKEVIEW HEALTH CENTER,962 Garland St E,,West Salem,WI,54669,1308,43.901057,-91.069616,55,La Crosse,55063,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2395,5100,525726
-87.884454,43.056712,131,950,EDENBROOK LAKESIDE,2115 E Woodstock Pl,,Milwaukee,WI,53202,1342,43.056712,-87.884454,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3150,1510,525319
-90.707949,42.83632,132,951,ATRIUM POST ACUTE CARE OF LANCASTER,1350 S Madison St,,Lancaster,WI,53813,2167,42.83632,-90.707949,55,Grant,55043,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3077,5110,525352
-88.00611,43.299272,133,952,LASATA CARE CENTER,W76N677 Wauwatosa Rd,,Cedarburg,WI,53012,1707,43.299272,-88.00611,55,Ozaukee,55089,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2361,5130,525537
-89.378364,45.651074,134,954,RENNES HEALTH AND REHAB CENTER-RHINELANDER,1970 Navajo St,,Rhinelander,WI,54501,8890,45.651074,-89.378364,55,Oneida,55085,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1124,5140,525589
-87.848039,42.710118,135,957,VILLA AT LINCOLN PARK (THE),1700 C A Becker Dr,,Racine,WI,53406,4714,42.710118,-87.848039,55,Racine,55101,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2269,5170,525061
-88.13402,43.163919,136,958,LINDENGROVE MENOMONEE FALLS,W180N8071 Town Hall Rd,,Menomonee Falls,WI,53051,3518,43.163919,-88.13402,55,Waukesha,55133,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2973,5230,525421
-88.08478,42.98899,137,959,LINDENGROVE NEW BERLIN,13755 W Fieldpointe Dr,,New Berlin,WI,53151,3979,42.98899,-88.08478,55,Waukesha,55133,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2974,5210,525064
-88.267653,43.017972,138,960,LINDENGROVE WAUKESHA,425 N University Dr,,Waukesha,WI,53188,3174,43.017972,-88.267653,55,Waukesha,55133,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2972,5220,525422
-89.522595,43.323579,139,961,GOOD SAMARITAN SOCIETY-LODI,700 Clark St,,Lodi,WI,53555,1010,43.323579,-89.522595,55,Columbia,55021,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2086,5180,525520
-87.615573,45.075568,140,963,LUTHER HOME,831 Pine Beach Rd,,Marinette,WI,54143,4225,45.075568,-87.615573,55,Marinette,55075,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2155,5190,525476
-88.03011,43.10095,141,964,LUTHER MANOR,4545 N 92nd St,,Milwaukee,WI,53225,4807,43.10095,-88.03011,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,934,5200,525588
-88.006113,43.061626,142,966,LUTHERAN HOME,7500 W North Ave,,Wauwatosa,WI,53213,1717,43.061626,-88.006113,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,293,4270,525545
-88.915616,44.461486,143,967,MANAWA COM NUR CTR,400 E 4th St,,Manawa,WI,54949,9227,44.461486,-88.915616,55,Waupaca,55135,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2616,4330,525316
-88.404832,44.249685,144,969,MANORCARE HEALTH SERVICES,1335 S Oneida St,,Appleton,WI,54915,1351,44.249685,-88.404832,55,Outagamie,55087,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2742,1080,525264
-89.283366,43.087443,145,970,OAK PARK NURSING AND REHAB CTR,718 Jupiter Dr,,Madison,WI,53718,2950,43.087443,-89.283366,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2858,1110,525266
-88.42016,43.77038,146,971,"FOND DU LAC NURSING AND REHAB, LLC",265 S National Ave,,Fond Du Lac,WI,54935,5334,43.77038,-88.42016,55,Fond Du Lac,55039,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2743,5360,525274
-88.009908,44.503757,147,972,CCC OF EAST GREEN BAY,600 S Webster Ave,,Green Bay,WI,54301,3503,44.503757,-88.009908,55,Brown,55009,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2744,1090,525009
-88.067693,44.533332,148,973,CCC OF WEST GREEN BAY,1760 Shawano Ave,,Green Bay,WI,54303,3216,44.533332,-88.067693,55,Brown,55009,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2745,1100,525232
-88.646046,44.742198,149,974,ATRIUM POST ACUTE CARE OF SHAWANO AT MAPLE LANE,N4231 State Highway 22,,Shawano,WI,54166,6130,44.742198,-88.646046,55,Shawano,55115,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2579,5350,525689
-92.553357,45.117183,150,975,"DEERFIELD CARE CENTER, LLC",575 Hospital Rd,,New Richmond,WI,54017,1449,45.117183,-92.553357,55,Saint Croix,55109,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2706,5370,525019
-91.503682,45.104802,151,976,DOVE HEALTHCARE - BLOOMER,2217 Duncan Rd,,Bloomer,WI,54724,1214,45.104802,-91.503682,55,Chippewa,55017,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2028,1640,525479
-88.020923,42.989746,152,977,MAPLEWOOD CENTER,8615 W Beloit Rd,,West Allis,WI,53227,3711,42.989746,-88.020923,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2153,5580,525069
-89.735608,43.278997,153,978,MAPLEWOOD OF SAUK PRAIRIE,245 Sycamore St,,Sauk City,WI,53583,1013,43.278997,-89.735608,55,Sauk,55111,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2249,5380,525462
-91.34152,44.09179,154,982,MARINUKA MANOR,19475 Silver Creek Rd,,Galesville,WI,54630,6400,44.09179,-91.34152,55,Trempealeau,55121,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2498,5430,525628
-88.706013,43.202595,155,983,MARQUARDT MEMORIAL MANOR,1020 Hill St,,Watertown,WI,53098,3016,43.202595,-88.706013,55,Dodge,55027,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2143,5450,525543
-90.192277,44.654776,156,984,ATRIUM POST ACUTE CARE OF MARSHFIELD,814 W 14th St,,Marshfield,WI,54449,4030,44.654776,-90.192277,55,Wood,55141,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3081,5460,525304
-88.035108,43.002985,157,985,MARY JUDE NURSING HOME,9806 W Lincoln Ave,,West Allis,WI,53227,2234,43.002985,-88.035108,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2962,4620,525432
-88.00503,45.780752,158,986,MARYHILL MANOR,501 Madison Ave,,Niagara,WI,54151,1350,45.780752,-88.00503,55,Marinette,55075,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2964,5470,525467
-89.640468,44.989118,159,987,BENEDICTINE MANOR OF WAUSAU,1821 N 4th Ave,,Wausau,WI,54401,1910,44.989118,-89.640468,55,Marathon,55073,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2674,5290,525503
-88.472308,43.020517,160,988,MASONIC CENTER FOR HEALTH & REHAB INC,400 N Main St,,Dousman,WI,53118,9348,43.020517,-88.472308,55,Waukesha,55133,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2869,9540,525572
-88.55716,43.49143,161,989,CROSSROADS CARE CENTER OF MAYVILLE,305 S Clark St,,Mayville,WI,53050,1488,43.49143,-88.55716,55,Dodge,55027,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3193,5390,525616
-88.868181,42.563142,162,990,ALDEN MEADOW PARK HCC,709 Meadow Park Dr,PO Box 309,Clinton,WI,53525,309,42.563142,-88.868181,55,Rock,55105,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3100,2240,525508
-87.722172,43.71705,163,991,MEADOW VIEW HEALTH SERVICES,3613 S 13th St,,Sheboygan,WI,53081,7253,43.71705,-87.722172,55,Sheboygan,55117,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3226,5490,525605
-90.65543,46.32152,164,992,MELLEN MANOR,450 Lake Dr,,Mellen,WI,54546,9750,46.32152,-90.65543,55,Ashland,55003,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2887,5570,525697
-89.078689,42.83954,165,993,"EDGERTON CARE CENTER, INC",313 Stoughton Rd,,Edgerton,WI,53534,1132,42.83954,-89.078689,55,Rock,55105,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2235,3050,525241
-90.129011,42.950962,166,994,UPLAND HILLS NURSING AND REHAB,800 Compassion Way,,Dodgeville,WI,53533,1956,42.950962,-90.129011,55,Iowa,55049,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2443,5530,525376
-91.66233,44.56898,167,995,AMERICAN LUTHERAN HOME-MONDOVI,200 Memorial Dr,,Mondovi,WI,54755,1325,44.56898,-91.66233,55,Buffalo,55011,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3223,1730,525383
-90.707751,43.133025,168,996,CARE AND REHAB - BOSCOBEL,207 Parker St,,Boscobel,WI,53805,1642,43.133025,-90.707751,55,Grant,55043,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2123,5540,525373
-90.35728,45.1357,169,997,ASPIRUS CARE & REHAB-MEDFORD,135 S Gibson St,,Medford,WI,54451,1622,45.1357,-90.35728,55,Taylor,55119,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2572,5500,525641
-88.121833,43.169364,170,998,MENOMONEE FALLS HEALTH SERVICES,N84W17049 Menomonee Ave,,Menomonee Falls,WI,53051,2701,43.169364,-88.121833,55,Waukesha,55133,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2947,5550,525415
-87.948279,43.01242,171,1000,MERCY HEALTH SERVICES,2727 W Mitchell St,,Milwaukee,WI,53215,2259,43.01242,-87.948279,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2838,5880,525414
-89.386978,43.070702,172,1001,CAPITOL LAKES HEALTH CENTER,333 W Main St,,Madison,WI,53703,2777,43.070702,-89.386978,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2934,5850,525305
-91.875994,46.540517,173,1002,MIDDLE RIVER HCC,8274 E San Rd,,South Range,WI,54874,8621,46.540517,-91.875994,55,Douglas,55031,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3138,5600,525408
-89.493743,43.089147,174,1003,VILLA AT MIDDLETON VILLAGE (THE),6201 Elmwood Ave,,Middleton,WI,53562,3319,43.089147,-89.493743,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2737,3100,525330
-87.88298,43.060805,175,1005,MILWAUKEE CATHOLIC HOME,2330 N Prospect Ave,,Milwaukee,WI,53211,4455,43.060805,-87.88298,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3213,5650,525635
-87.879282,43.063628,176,1007,EASTCASTLE PL BRADFORD TER CONV CTR,2505 E Bradford Ave,,Milwaukee,WI,53211,4262,43.063628,-87.879282,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1032,P100,525085
-90.183683,42.863743,177,1009,ATRIUM POST ACUTE CARE OF MINERAL POINT,109 N Iowa St,,Mineral Point,WI,53565,1118,42.863743,-90.183683,55,Iowa,55049,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3078,5680,525354
-87.97935,43.00183,178,1010,MITCHELL MANOR,5301 W Lincoln Ave,,West Allis,WI,53219,1652,43.00183,-87.97935,55,Milwaukee,55079,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3181,8400,525600
-89.62803,42.607341,179,1011,MONROE HEALTH SERVICES,516 26th Ave,,Monroe,WI,53566,1531,42.607341,-89.62803,55,Green,55045,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2116,5700,525292
-89.3196,43.79698,180,1012,MONTELLO CARE CENTER,251 Forest Ln,,Montello,WI,53949,9380,43.79698,-89.3196,55,Marquette,55077,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2633,5710,525657
-87.72119,43.7816,181,1013,MORNINGSIDE HEALTH SERVICES,3431 N 13th St,,Sheboygan,WI,53083,2938,43.7816,-87.72119,55,Sheboygan,55117,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1182,5740,525607
-90.80987,43.94156,182,1014,MORROW MEMORIAL HOME,331 S Water St,,Sparta,WI,54656,1726,43.94156,-90.80987,55,Monroe,55081,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,440,5750,525662
-88.260681,42.678008,183,1015,BAY AT BURLINGTON HEALTH AND REHABILITATION (THE),677 E State St,,Burlington,WI,53105,1639,42.678008,-88.260681,55,Racine,55101,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3239,5780,525482
-91.080232,43.905288,184,1017,MULDER HEALTH CARE FACILITY,713 Leonard St N,,West Salem,WI,54669,1229,43.905288,-91.080232,55,La Crosse,55063,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1031,5810,525209
-88.148068,42.903467,185,1018,MUSKEGO HEALTH CARE CENTER,S77W18690 Janesville Rd,,Muskego,WI,53150,9207,42.903467,-88.148068,55,Waukesha,55133,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1089,5830,525686
-89.23011,42.92081,186,1019,NAZARETH HEALTH AND REHAB CENTER,814 Jackson St,,Stoughton,WI,53589,1520,42.92081,-89.23011,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1159,6000,525681
-90.607173,44.558265,187,1020,NEILLSVILLE CARE AND REHAB,316 Sunset Pl,,Neillsville,WI,54456,1708,44.558265,-90.607173,55,Clark,55019,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1071,6010,525629
-89.64121,42.8196,188,1021,NEW GLARUS HOME,600 2nd Ave,,New Glarus,WI,53574,9776,42.8196,-89.64121,55,Green,55045,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2605,6060,525630
-88.009201,45.232026,189,1022,NEWCARE,903 Main Ave,PO Box 460,Crivitz,WI,54114,460,45.232026,-88.009201,55,Marinette,55075,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3110,4500,525489
-90.852408,43.660442,190,1023,NORSELAND NURSING HOME,323 Black River Ave,,Westby,WI,54667,1127,43.660442,-90.852408,55,Vernon,55123,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2495,6070,525619
-89.63445,44.93154,191,1024,NORTH CENTRAL HEALTH CARE,1100 Lake View Dr,,Wausau,WI,54403,6785,44.93154,-89.63445,55,Marathon,55073,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2931,9820,525132
-87.65585,44.1157,192,1025,BAY AT NORTH RIDGE HEALTH AND REHABILITATION,1445 N 7th St,,Manitowoc,WI,54220,2011,44.1157,-87.65585,55,Manitowoc,55071,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3240,3370,525389
-90.88302,46.68172,193,1026,NORTHERN LIGHTS HCC,706 Bratley Dr,,Washburn,WI,54891,1143,46.68172,-90.88302,55,Bayfield,55007,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2624,1430,525567
-90.1669,44.68236,194,1028,NORWOOD HEALTH CTR-CENTRAL,1600 N Chestnut Ave,,Marshfield,WI,54449,1449,44.68236,-90.1669,55,Wood,55141,NURSING HOME (NH),NF ONLY,2,24,2441,6130,52A251
-88.607073,45.517412,195,1029,BAY AT NU ROC HEALTH AND REHABILITATION CTR (THE),3576A NU Roc Ln,,Laona,WI,54541,9291,45.517412,-88.607073,55,Forest,55041,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,913,6140,525623
-88.056982,42.690915,196,1030,OAK RIDGE CARE CENTER,1400 8th Ave,,Union Grove,WI,53182,1063,42.690915,-88.056982,55,Racine,55101,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3068,6610,525542
-90.80372,44.958233,197,1031,OAKBROOK HEALTH AND REHABILITATION,206 W Prospect St,,Thorp,WI,54771,9303,44.958233,-90.80372,55,Clark,55019,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2983,8810,525472
-88.408808,44.230226,198,1032,"OAKRIDGE GARDENS NUR CTR, INC",1700 Midway Rd,,Menasha,WI,54952,1230,44.230226,-88.408808,55,Winnebago,55139,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2639,6620,525463
-89.48743,43.05977,199,1034,OAKWOOD LUTHERAN HOMES ASSOC,6201 Mineral Point Rd,,Madison,WI,53705,4503,43.05977,-89.48743,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,81,6630,525375
-88.017381,44.495771,200,1036,ODD FELLOW HOME,1229 S Jackson St,,Green Bay,WI,54301,3037,44.495771,-88.017381,55,Brown,55009,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2544,6730,525559
-88.751311,44.034906,201,1037,"OMRO NURSING AND REHAB, LLC",500 Grant Ave,,Omro,WI,54963,1342,44.034906,-88.751311,55,Winnebago,55139,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3241,6640,525406
-91.214215,43.883506,202,1038,ONALASKA CARE CENTER,1600 Main St,,Onalaska,WI,54650,2838,43.883506,-91.214215,55,La Crosse,55063,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3160,6650,525443
-90.686331,42.822501,203,1039,ORCHARD MANOR,8800 US Highway 61,,Lancaster,WI,53813,9306,42.822501,-90.686331,55,Grant,55043,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3108,6680,525290
-89.382977,42.931622,204,1040,OREGON MANOR,354 N Main St,,Oregon,WI,53575,1426,42.931622,-89.382977,55,Dane,55025,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2604,4080,525536
-88.527389,44.039987,205,1041,EDENBROOK OF OSHKOSH,1850 Bowen St,,Oshkosh,WI,54901,2356,44.039987,-88.527389,55,Winnebago,55139,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3242,6690,525299
-91.189514,44.58463,206,1042,DOVE HEALTHCARE - OSSEO,51019 Ridgeview Rd,,Osseo,WI,54758,2606,44.58463,-91.189514,55,Trempealeau,55121,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3166,6700,525709
-88.458664,44.275336,207,1043,BREWSTER VILLAGE,3300 W Brewster St,,Appleton,WI,54914,6444,44.275336,-88.458664,55,Outagamie,55087,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2371,6710,525574
-90.44404,45.93315,208,1044,PARK MANOR LTD,250 Lawrence Ave,,Park Falls,WI,54552,1431,45.93315,-90.44404,55,Price,55099,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2452,7030,525612
-88.528682,44.076609,209,1046,PARK VIEW HEALTH CENTER,725 Butler Ave,,Oshkosh,WI,54901,8149,44.076609,-88.528682,55,Winnebago,55139,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2436,9510,525638
-92.290641,44.954935,210,1048,PARK VIEW HOME,220 N Lockwood St,,Woodville,WI,54028,9577,44.954935,-92.290641,55,Saint Croix,55109,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,859,7060,525458
-88.30115,44.276717,211,1049,ATRIUM POST ACUTE CARE OF LITTLE CHUTE,1201 Garfield Ave,,Little Chute,WI,54140,2048,44.276717,-88.30115,55,Outagamie,55087,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2478,7070,525579
-87.937801,44.521727,212,1051,"PARKVIEW NURSING AND REHAB, LLC",2961 Saint Anthony Dr,,Green Bay,WI,54311,5860,44.521727,-87.937801,55,Brown,55009,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2680,7090,525307
-90.468105,42.746406,213,1052,"PLATTEVILLE NURSING AND REHAB, LLC",1300 N Water St,,Platteville,WI,53818,1452,42.746406,-90.468105,55,Grant,55043,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3174,7120,525219
-88.414945,44.239126,214,1053,PEABODY MANOR,2600 S Heritage Woods Dr,,Appleton,WI,54915,1408,44.239126,-88.414945,55,Winnebago,55139,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2622,7330,525548
-89.670088,45.186674,215,1055,PINE CREST NURSING HOME,2100 E 6th St,,Merrill,WI,54452,3107,45.186674,-89.670088,55,Lincoln,55069,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2368,7180,525326
-87.828854,43.738083,216,1056,PINE HAVEN CHRISTIAN HOME,220 Haven Dr,,Sheboygan Falls,WI,53085,3005,43.738083,-87.828854,55,Sheboygan,55117,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,356,7200,525676
-88.681621,44.676033,217,1057,PINES POST ACUTE AND MEMORY CARE,1625 E Main St,,Clintonville,WI,54929,8407,44.676033,-88.681621,55,Waupaca,55135,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3052,7210,525497
-90.35195,43.30355,218,1058,PINE VALLEY COMMUNITY VILLAGE,25951 Circle View Dr,,Richland Center,WI,53581,4013,43.30355,-90.35195,55,Richland,55103,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2365,7220,525365
-90.861272,44.28758,219,1059,PINE VIEW CARE CENTER,400 County Road R,,Black River Falls,WI,54615,5129,44.28758,-90.861272,55,Jackson,55053,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2440,7240,525409
-91.98219,45.234656,220,1060,PIONEER HEALTH AND REHAB,530 River Ave S,,Prairie Farm,WI,54762,9791,45.234656,-91.98219,55,Barron,55005,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1056,7260,525652
-90.170804,43.875622,221,1061,CREST VIEW NURSING HOME,612 View St,,New Lisbon,WI,53950,1079,43.875622,-90.170804,55,Juneau,55057,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2367,7280,525581
-90.38878,45.68327,222,1062,ASPIRUS PLEASANT VIEW,595 Peterson Dr,,Phillips,WI,54555,1418,45.68327,-90.38878,55,Price,55099,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,1131,7300,525627
-89.656999,42.622333,223,1063,PLEASANT VIEW NURSING HOME,N3150 Hwy 81,PO Box 768,Monroe,WI,53566,768,42.622333,-89.656999,55,Green,55045,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2432,7290,525643
-92.196142,44.625596,224,1064,PLUM CITY CARE CTR,301 Cherry Ave W,,Plum City,WI,54761,9781,44.625596,-92.196142,55,Pierce,55093,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3171,8800,525440
-89.57184,44.5057,225,1066,PORTAGE CTY HLTH CARE CTR,825 Whiting Ave,,Stevens Point,WI,54481,5246,44.5057,-89.57184,55,Portage,55097,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,2394,7310,525611
-91.133678,43.043322,226,1067,PRAIRIE MAISON,700 S Fremont St,,Prairie Du Chien,WI,53821,2331,43.043322,-91.133678,55,Crawford,55023,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3170,7320,525525
-89.016578,42.530941,227,1068,PREMIER REHAB  AND SKILLED NURSING,2121 Pioneer Dr,,Beloit,WI,53511,3025,42.530941,-89.016578,55,Rock,55105,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3061,2080,525663
-88.401457,44.290088,228,1069,RENNES HEALTH AND REHAB CENTER- APPLETON,325 E Florida Ave,,Appleton,WI,54911,1325,44.290088,-88.401457,55,Outagamie,55087,NURSING HOME (NH),SNF/NF DUAL CERT,2,21,3016,7850,525583
